UCSC	Symbol	Refseq	Ensembl
uc010cku.2	CAMTA2	NM_001171167	ENST00000361571
uc002gak.3	INCA1	NM_001167987	ENST00000396829
uc002gan.2	KIF1C	NM_006612	ENST00000320785
uc002gao.4	SLC52A1	NM_017986	ENST00000424747
uc002gaq.3	ZFP3	NM_153018	ENST00000318833
uc002gat.3	ZNF232	NM_014519	ENST00000250076
uc002gav.1	USP6	NM_004505	ENST00000250066
uc010cla.1	ZNF594	NM_032530	ENST00000575779
uc002gbh.3	SCIMP	NM_207103	ENST00000574081
uc002gbm.4	RABEP1	NM_004703	ENST00000262477
uc002gbo.2	NUP88	NM_002532	ENST00000573584
uc010vsz.1	RPAIN	NM_001160243	ENST00000575112
uc002gby.1	C1QBP	NM_001212	ENST00000225698
uc002gca.3	DHX33	NM_020162	ENST00000225296
uc002gcc.1	DERL2	NM_016041	ENST00000158771
uc031qyj.1	MIS12	NM_001258220	ENST00000381165
uc010vtc.2	LOC728392	NM_001162371	ENST00000568641
uc002gci.3	NLRP1	NM_033004	ENST00000345221
uc002gcm.3	LOC339166	NR_040000	ENST00000563763
uc002gcn.3	WSCD1	NM_015253	ENST00000317744
uc002gcp.3	AIPL1	NM_014336	ENST00000381129
uc002gcw.2	FAM64A	NM_001195228	ENST00000572447
uc002gdd.4	PITPNM3	NM_031220	ENST00000262483
uc002gde.4	KIAA0753	NM_014804	ENST00000361413
uc002gdf.4	TXNDC17	NM_032731	ENST00000250101
uc002gdg.4	MED31	NM_016060	ENST00000225728
uc010clp.1	C17orf100	NM_001105520	n/a
uc021tos.1	MIR4520A	NR_039745	ENST00000582609
uc021tot.1	MIR4520B	NR_039874	n/a
uc031qyl.1	ALOX15P1	NR_045985	n/a
uc002gdj.3	SLC13A5	NM_177550	ENST00000433363
uc002gdn.3	XAF1	NM_017523	ENST00000361842
uc010vtg.2	FBXO39	NM_153230	ENST00000321535
uc002gdt.3	TEKT1	NM_053285	ENST00000338694
uc002gdv.3	ALOX12P2	NR_002710	ENST00000574727
uc002gdx.4	ALOX12	NM_000697	ENST00000251535
uc002ged.3	RNASEK-C17orf49	NM_001142798	ENST00000547863
uc002gea.4	RNASEK-C17orf49	NM_001004333	ENST00000549775
uc021tox.1	MIR497HG	NR_038310	ENST00000443997
uc010vtj.2	MIR497	NR_030178	ENST00000572453
uc010clt.1	BCL6B	NM_181844	ENST00000293805
uc002geh.3	SLC16A13	NM_201566	ENST00000308027
uc002gei.1	SLC16A11	NM_153357	ENST00000308009
uc002gej.3	CLEC10A	NM_006344	ENST00000254868
uc002ger.3	ASGR2	NM_080912	ENST00000380952
uc002ges.4	ASGR1	NM_001671	ENST00000269299
uc010cly.3	DLG4	NM_001128827	ENST00000302955
uc002gev.4	ACADVL	NM_000018	ENST00000356839
uc002gey.2	MIR324	NR_029896	ENST00000362183
uc002gez.1	DVL2	NM_004422	ENST00000005340
uc002gfa.3	PHF23	NM_024297	ENST00000320316
uc002gfb.3	GABARAP	NM_007278	ENST00000302386
uc002gfd.2	CTDNEP1	NM_001143775	ENST00000574322
uc002gfi.1	ELP5	NM_203414	ENST00000396628
uc002gfm.4	CLDN7	NM_001307	ENST00000538261
uc002gfp.3	SLC2A4	NM_001042	ENST00000317370
uc002gfq.2	YBX2	NM_015982	ENST00000007699
uc002gfr.3	EIF5A	NM_001143760	ENST00000336452
uc002gfx.1	GPS2	NM_004489	ENST00000315601
uc002gga.1	NEURL4	NM_032442	ENST00000399464
uc002ggd.2	ACAP1	NM_014716	ENST00000158762
uc002gge.4	KCTD11	NM_001002914	ENST00000333751
uc002ggf.1	TMEM95	NM_198154	ENST00000330767
uc002ggi.4	TNK1	NM_001251902	ENST00000570896
uc002ggo.2	PLSCR3	NM_001201576	ENST00000574401
uc002ggs.3	TMEM256	NM_152766	ENST00000302422
uc002ggt.1	NLGN2	NM_020795	ENST00000302926
uc002ggv.3	SPEM1	NM_199339	ENST00000323675
uc002ggw.3	C17orf74	NM_175734	ENST00000333870
uc002ggx.1	TMEM102	NM_178518	ENST00000323206
uc002ggz.3	FGF11	NM_004112	ENST00000293829
uc002ghb.3	CHRNB1	NM_000747	ENST00000306071
uc002ghd.4	ZBTB4	NM_020899	ENST00000311403
uc010cmj.1	SLC35G6	NM_001102614	ENST00000412468
uc002ghf.4	POLR2A	NM_000937	ENST00000322644
uc002ghi.1	TNFSF12-TNFSF13	NM_172089	ENST00000293826
uc002ghr.1	SENP3-EIF4A1	NM_001204510	ENST00000579777
uc002ghm.3	SENP3	NM_015670	ENST00000578868
uc002ghs.1	SNORA48	NR_002918	ENST00000386847
uc002ght.3	SNORD10	NR_002604	ENST00000459579
uc010cml.1	SNORA67	NR_002912	ENST00000384423
uc002ghv.3	CD68	NM_001251	ENST00000250092
uc002ghw.3	MPDU1	NM_004870	ENST00000250124
uc002ghz.1	SOX15	NM_006942	ENST00000250055
uc002gia.2	FXR2	NM_004860	ENST00000250113
uc002gie.2	SHBG	NM_001040	ENST00000380450
uc002gic.2	SAT2	NM_133491	ENST00000380466
uc002gif.1	ATP1B2	NM_001678	ENST00000250111
uc002gij.3	TP53	NM_001276760	ENST00000269305
uc010vuh.2	WRAP53	NM_001143990	ENST00000431639
uc002gis.3	EFNB3	NM_001406	ENST00000226091
uc002giu.1	DNAH2	NM_020877	ENST00000389173
uc002giv.3	RPL29P2	NR_002778	ENST00000498671
uc002giw.1	KDM6B	NM_001080424	ENST00000254846
uc002giy.3	TMEM88	NM_203411	ENST00000301599
uc002gja.3	LSMD1	NM_032356	ENST00000333775
uc002gjb.4	CYB5D1	NM_144607	ENST00000332439
uc002gjd.2	CHD3	NM_001005271	ENST00000380358
uc002gji.1	SCARNA21	NR_003000	ENST00000517026
uc002gjl.3	LOC284023	NR_024349	ENST00000324348
uc002gjm.2	KCNAB3	NM_004732	ENST00000303790
uc002gjo.2	TRAPPC1	NM_021210	ENST00000303731
uc002gjp.3	CNTROB	NM_001037144	ENST00000380262
uc002gjt.2	GUCY2D	NM_000180	ENST00000254854
uc002gju.3	ALOX15B	NM_001141	ENST00000380183
uc002gjy.1	ALOX12B	NM_001139	ENST00000319144
uc021tpn.1	MIR4314	NR_036201	ENST00000583321
uc010vuo.2	ALOXE3	NM_001165960	ENST00000380149
uc002gkb.2	HES7	NM_001165967	ENST00000541682
uc002gkd.3	PER1	NM_002616	ENST00000317276
uc010cnt.1	VAMP2	NM_014232	ENST00000316509
uc002gkh.4	TMEM107	NM_032354	ENST00000449985
uc021tpv.1	MIR4521	NR_039746	n/a
uc021tpw.1	MIR3676	NR_037447	ENST00000579470
uc010vut.2	C17orf59	NM_017622	ENST00000389017
uc002gkm.4	AURKB	NM_004217	ENST00000316199
uc002gkp.4	LINC00324	NR_026951	ENST00000315707
uc002gkq.4	CTC1	NM_025099	ENST00000449476
uc002gkr.3	PFAS	NM_012393	ENST00000314666
uc002gku.1	SLC25A35	NM_201520	ENST00000380067
uc002gkv.3	RANGRF	NM_016492	ENST00000226105
uc002glc.3	ARHGEF15	NM_173728	ENST00000361926
uc002gle.1	ODF4	NM_153007	ENST00000328248
uc010vux.1	LOC100128288	NR_024447	ENST00000535173
uc002glf.1	KRBA2	NM_213597	ENST00000331336
uc002glh.1	RPL26	NM_000987	ENST00000293842
uc010vuy.1	RNF222	NM_001146684	ENST00000399398
uc002glj.4	NDEL1	NM_030808	ENST00000334527
uc002glm.4	MYH10	NM_001256012	ENST00000360416
uc002gln.3	CCDC42	NM_144681	ENST00000293845
uc010cnz.1	SPDYE4	NM_001128076	ENST00000328794
uc002glp.2	MFSD6L	NM_152599	ENST00000329805
uc002glq.1	PIK3R6	NM_001010855	ENST00000311434
uc002glt.3	PIK3R5	NM_014308	ENST00000447110
uc002glw.4	NTN1	NM_004822	ENST00000173229
uc002glx.3	STX8	NM_004853	ENST00000306357
uc002gly.3	WDR16	NM_145054	ENST00000352665
uc010cod.4	USP43	NM_153210	ENST00000285199
uc010vvb.2	DHRS7C	NM_001220493	ENST00000330255
uc002gmd.1	GLP2R	NM_004246	ENST00000262441
uc002gme.1	RCVRN	NM_002903	ENST00000226193
uc002gmg.1	GAS7	NM_201433	ENST00000437099
uc002gmk.1	MYH13	NM_003802	ENST00000252172
uc002gmm.2	MYH8	NM_002472	ENST00000403437
uc002gmn.3	MYH4	NM_017533	ENST00000255381
uc002gmo.3	MYH1	NM_005963	ENST00000226207
uc010coi.3	MYH2	NM_001100112	ENST00000397183
uc002gmq.2	MYH3	NM_002470	ENST00000583535
uc002gmr.4	SCO1	NM_004589	ENST00000255390
uc002gmt.3	ADPRM	NM_020233	ENST00000379774
uc002gmx.3	TMEM220	NM_001004313	ENST00000341871
uc031qyz.1	MAGOH2	NR_049723	ENST00000580926
uc031qzb.1	TMEM220-AS1	NR_073458	ENST00000580899
uc002gmz.3	LINC00675	NR_036581	ENST00000581851
uc010col.3	PIRT	NM_001101387	ENST00000580256
uc002gnc.2	SHISA6	NM_207386	ENST00000441885
uc002gne.3	DNAH9	NM_001372	ENST00000262442
uc002gng.1	ZNF18	NM_144680	ENST00000322748
uc002gnj.3	MAP2K4	NM_003010	ENST00000353533
uc021tqg.1	MIR744	NR_030613	ENST00000578242
uc002gnl.2	LINC00670	NR_034145	ENST00000313495
uc002gno.2	MYOCD	NM_001146312	ENST00000425538
uc002gnr.4	ARHGAP44	NM_014859	ENST00000379672
uc010vvr.2	ELAC2	NM_001165962	ENST00000338034
uc002gob.1	HS3ST3A1	NM_006042	ENST00000284110
uc002god.1	CDRT15P1	NR_003261	n/a
uc002goe.1	COX10-AS1	NR_049718	ENST00000449363
uc002gof.4	COX10	NM_001303	ENST00000261643
uc010vvu.2	CDRT15	NM_001007530	ENST00000420162
uc002goh.1	HS3ST3B1	NM_006041	ENST00000360954
uc010vvv.2	MGC12916	NR_026880	ENST00000583262
uc021tqj.1	CDRT7	NR_033371	ENST00000568256
uc002goj.3	PMP22	NM_153322	ENST00000312280
uc021tqk.1	MIR4731	NR_039884	ENST00000580859
uc002gon.3	TEKT3	NM_031898	ENST00000395930
uc002gop.2	CDRT4	NM_001204477	ENST00000312177
uc002goq.2	TVP23C	NM_145301	ENST00000225576
uc010cot.3	ZNF286A	NM_001130842	ENST00000421016
uc010cov.3	TBC1D26	NM_178571	ENST00000437605
uc021tqo.1	CDRT15P2	NR_033865	ENST00000447470
uc002gpc.3	MEIS3P1	NR_002211	ENST00000495167
uc002gpd.1	ADORA2B	NM_000676	ENST00000304222
uc002gpf.3	ZSWIM7	NM_001042697	ENST00000399277
uc002gph.3	TTC19	NM_017775	ENST00000261647
uc002gpo.3	NCOR1	NM_006311	ENST00000268712
uc002gpv.3	PIGL	NM_004278	ENST00000225609
uc021tqr.1	MIR1288	NR_031698	ENST00000408428
uc002gpw.3	CENPV	NM_181716	ENST00000299736
uc002gpx.3	UBB	NM_018955	ENST00000302182
uc002gpy.3	TRPV2	NM_016113	ENST00000338560
uc021tqz.1	C17orf76-AS1	NR_045028	ENST00000475953
uc010cpf.3	SNORD49B	NR_003043	ENST00000365172
uc010cpg.1	SNORD49A	NR_002744	ENST00000384229
uc002gqf.1	SNORD65	NR_003054	ENST00000391079
uc010cph.2	FAM211A	NM_001113567	ENST00000409083
uc002gqi.2	ZNF287	NM_020653	ENST00000395825
uc010cpi.2	ZNF624	NM_020787	ENST00000311331
uc002gqk.1	CCDC144A	NM_014695	ENST00000360524
uc010cpk.1	USP32P1	NR_003190	ENST00000393005
uc002gqo.2	FAM106CP	NR_026810	ENST00000582212
uc010vwr.1	KRT16P2	NR_029392	ENST00000399048
uc002gqs.1	TNFRSF13B	NM_012452	ENST00000261652
uc002gqz.3	PLD6	NM_178836	ENST00000321560
uc002gra.4	FLCN	NM_144997	ENST00000285071
uc002grd.3	COPS3	NM_003653	ENST00000268717
uc002grf.3	NT5M	NM_020201	ENST00000389022
uc021trf.1	SMCR9	NM_001243312	n/a
uc002grh.1	MED9	NM_018019	ENST00000268711
uc002gri.3	RASD1	NM_016084	ENST00000225688
uc002grl.4	PEMT	NM_148172	ENST00000395781
uc002grm.3	RAI1	NM_030665	ENST00000353383
uc010cpo.1	SMCR5	NR_024007	ENST00000543475
uc002grt.2	SREBF1	NM_001005291	ENST00000355815
uc021trh.1	MIR33B	NR_030361	ENST00000385104
uc002grz.4	TOM1L2	NM_001082968	ENST00000581396
uc021trk.1	LRRC48	NM_031294	ENST00000313838
uc002gse.1	ATPAF2	NM_145691	ENST00000474627
uc002gsg.1	GID4	NM_024052	ENST00000268719
uc002gsh.2	DRG2	NM_001388	ENST00000225729
uc021trl.1	MYO15A	NM_016239	ENST00000205890
uc010cpw.3	ALKBH5	NM_017758	ENST00000399138
uc002gsp.3	LLGL1	NM_004140	ENST00000316843
uc002gsr.2	FLII	NM_002018	ENST00000327031
uc010vxq.2	SMCR7	NM_148886	ENST00000395706
uc002gsx.1	TOP3A	NM_004618	ENST00000321105
uc002gsy.4	SMCR8	NM_144775	ENST00000406438
uc002gta.3	SHMT1	NM_004169	ENST00000316694
uc002gte.3	EVPLL	NM_001145127	ENST00000399134
uc002gtv.3	LOC339240	NR_001443	n/a
uc010vya.2	KRT16P1	NR_073414	ENST00000584962
uc002gtw.3	LGALS9C	NM_001040078	ENST00000328114
uc002gtz.2	FAM106A	NR_026809	ENST00000392176
uc002gud.2	TBC1D28	NM_001039397	ENST00000405044
uc010vyd.1	ZNF286B	NM_001145045	ENST00000545289
uc002gui.1	TRIM16L	NM_001037330	ENST00000395671
uc002guk.3	FBXW10	NM_001267585	ENST00000395667
uc002gum.2	TVP23B	NM_016078	ENST00000307767
uc002gup.2	PRPSAP2	NM_002767	ENST00000268835
uc002gut.2	SLC5A10	NM_152351	ENST00000395647
uc002guw.3	FAM83G	NM_001039999	ENST00000388995
uc002guy.3	GRAP	NM_006613	ENST00000284154
uc010cqk.1	GRAPL	NM_001129778	ENST00000344415
uc002gvd.4	EPN2	NM_014964	ENST00000314728
uc031qzf.1	EPN2-IT1	NR_046824	ENST00000441293
uc031qzg.1	EPN2-AS1	NR_048576	ENST00000451099
uc010vyr.2	B9D1	NM_001243473	ENST00000477478
uc002gvk.4	B9D1	NM_015681	ENST00000261499
uc021trz.1	MIR1180	NR_031591	ENST00000408613
uc002gvp.3	MAPK7	NM_002749	ENST00000395604
uc002gvs.3	MFAP4	NM_001198695	ENST00000395592
uc010vyw.2	RNF112	NM_007148	ENST00000461366
uc002gvy.1	SLC47A1	NM_018242	ENST00000270570
uc002gvz.1	SNORA59A	NR_003025	ENST00000458926
uc002gwa.1	ALDH3A2	NM_001031806	ENST00000339618
uc002gwf.4	SLC47A2	NM_001256663	ENST00000350657
uc010cqu.3	ALDH3A1	NM_001135168	ENST00000457500
uc002gwn.3	ULK2	NM_014683	ENST00000395544
uc002gwo.4	AKAP10	NM_007202	ENST00000225737
uc002gwq.3	SPECC1	NM_001243439	ENST00000261503
uc010cqy.1	CCDC144CP	NR_023380	ENST00000425519
uc002gwz.1	LGALS9B	NM_001042685	ENST00000324290
uc002gxb.3	KRT16P3	NR_029393	ENST00000580621
uc021tsn.1	CDRT15L2	NM_001190790	ENST00000399044
uc031qzh.1	LOC100287072	NR_073509	ENST00000441215
uc002gyf.3	CCDC144NL	NM_001004306	ENST00000327925
uc002gym.4	USP22	NM_015276	ENST00000261497
uc002gyo.3	DHRS7B	NM_015510	ENST00000395511
uc002gyp.2	TMEM11	NM_003876	ENST00000317635
uc002gyq.2	TMEM11	NR_024547	ENST00000317635
uc010vzx.2	C17orf103	NM_152914	ENST00000399011
uc002gys.3	MAP2K3	NM_145109	ENST00000342679
uc021tss.1	KCNJ12	NM_001194958	ENST00000583088
uc002gyw.4	C17orf51	NM_001113434	ENST00000391411
uc002gyz.4	FAM27L	NR_028336	ENST00000426869
uc002gza.2	FLJ36000	NR_027084	ENST00000581223
uc002gzb.2	MTRNR2L1	NM_001190452	ENST00000540040
uc021ttf.1	MIR4522	NR_039748	ENST00000584932
uc002gzd.1	WSB1	NM_015626	ENST00000262394
uc002gzg.3	TBC1D3P5	NR_033892	ENST00000586223
uc031qzj.1	KSR1	NM_014238	ENST00000398988
uc002gzp.3	LGALS9	NM_009587	ENST00000395473
uc002gzu.3	NOS2	NM_000625	ENST00000313735
uc002gzx.3	LYRM9	NM_001076680	ENST00000379103
uc010crj.3	NLK	NM_016231	ENST00000407008
uc002haa.3	PYY2	NR_003064	ENST00000441253
uc010wac.2	PPY2	NR_002181	ENST00000583761
uc002has.3	KRT18P55	NR_028334	ENST00000577198
uc002hat.3	TMEM97	NM_014573	ENST00000226230
uc002hau.2	IFT20	NM_174887	ENST00000357896
uc002hay.3	TNFAIP1	NM_021137	ENST00000226225
uc002haz.3	POLDIP2	NM_015584	ENST00000540200
uc002hba.3	TMEM199	NM_152464	ENST00000292114
uc021ttq.2	MIR4723	NR_039875	ENST00000585070
uc010wai.1	SEBOX	NM_001080837	ENST00000431468
uc002hbc.3	VTN	NM_000638	ENST00000226218
uc010crl.1	SARM1	NM_015077	ENST00000457710
uc002hbf.2	SLC46A1	NM_080669	ENST00000440501
uc010wan.2	SLC13A2	NM_001145975	ENST00000444914
uc002hbj.3	FOXN1	NM_003593	ENST00000226247
uc002hbk.2	UNC119	NM_005148	ENST00000335765
uc002hbo.2	PIGS	NM_033198	ENST00000308360
uc002hbp.3	ALDOC	NM_005165	ENST00000226253
uc002hbq.3	SPAG5	NM_006461	ENST00000321765
uc021tts.1	SPAG5-AS1	NR_040012	ENST00000414744
uc002hbu.3	KIAA0100	NM_014680	ENST00000528896
uc002hbw.3	SDF2	NM_006923	ENST00000247020
uc002hby.3	SUPT6H	NM_003170	ENST00000314616
uc002hca.1	PROCA1	NM_152465	ENST00000301039
uc010was.1	RAB34	NM_001144943	ENST00000447716
uc031qzq.1	NARR	NM_001256281	ENST00000395245
uc002hci.3	RPL23A	NM_000984	ENST00000422514
uc002hcj.1	SNORD42B	NR_000013	ENST00000458893
uc002hcl.2	SNORD4A	NR_000010	ENST00000459174
uc002hcm.1	SNORD42A	NR_000014	ENST00000459584
uc002hcn.1	SNORD4B	NR_000009	ENST00000459083
uc002hco.3	TLCD1	NM_138463	ENST00000292090
uc002hcp.3	NEK8	NM_178170	ENST00000268766
uc002hcs.3	TRAF4	NM_004295	ENST00000262395
uc010way.1	FAM222B	NM_001077498	ENST00000341217
uc002hcy.1	ERAL1	NM_005702	ENST00000254928
uc021ttv.1	MIR451A	NR_029970	ENST00000385059
uc021ttw.1	MIR451B	NR_039876	n/a
uc010waz.1	MIR144	NR_029685	ENST00000384886
uc021ttx.1	MIR4732	NR_039885	ENST00000581873
uc002hdc.3	FLOT2	NM_004475	ENST00000394908
uc002hde.4	DHRS13	NM_144683	ENST00000378895
uc002hdg.1	PHF12	NM_001033561	ENST00000332830
uc002hdp.2	SEZ6	NM_178860	ENST00000317338
uc002hdr.1	PIPOX	NM_016518	ENST00000323372
uc002hdt.1	MYO18A	NM_078471	ENST00000527372
uc002hdv.1	TIAF1	NM_004740	ENST00000359450
uc002hdw.3	CRYBA1	NM_005208	ENST00000225387
uc002hdy.4	NUFIP2	NM_020772	ENST00000225388
uc021tty.1	MIR4523	NR_039749	ENST00000580425
uc002hdz.2	TAOK1	NM_020791	ENST00000261716
uc002hed.2	ABHD15	NM_198147	ENST00000307201
uc002hee.3	TP53I13	NM_138349	ENST00000301057
uc002heg.2	GIT1	NM_001085454	ENST00000225394
uc002hei.3	ANKRD13B	NM_152345	ENST00000394859
uc002hel.2	CORO6	NM_032854	ENST00000388767
uc002heo.1	SSH2	NM_033389	ENST00000269033
uc002het.3	EFCAB5	NM_198529	ENST00000394835
uc002heu.4	NSRP1	NM_032141	ENST00000247026
uc002hew.1	MIR423	NR_029945	ENST00000362201
uc021tub.1	MIR3184	NR_036149	ENST00000586878
uc002hey.5	SLC6A4	NM_001045	ENST00000401766
uc002hez.2	BLMH	NM_000386	ENST00000261714
uc002hfa.1	TMIGD1	NM_206832	ENST00000328886
uc002hfb.2	CPD	NM_001304	ENST00000225719
uc002hfe.3	GOSR1	NM_004871	ENST00000225724
uc002hfh.3	TBC1D29	NM_015594	ENST00000580161
uc021tuf.1	SH3GL1P2	NR_033420	ENST00000582245
uc002hfr.4	CRLF3	NM_015986	ENST00000324238
uc002hfs.1	ATAD5	NM_024857	ENST00000321990
uc002hfu.2	TEFM	NM_024683	ENST00000581216
uc002hfx.3	ADAP2	NM_018404	ENST00000330889
uc002hfz.3	RNF135	NM_032322	ENST00000328381
uc002hgc.3	DPRXP4	NR_002221	ENST00000578053
uc021tui.1	MIR4733	NR_039886	ENST00000578268
uc002hgg.3	NF1	NM_001042492	ENST00000358273
uc002hgj.3	OMG	NM_002544	ENST00000247271
uc002hgk.2	EVI2B	NM_006495	ENST00000330927
uc002hgm.3	EVI2A	NM_014210	ENST00000462804
uc002hgn.1	RAB11FIP4	NM_032932	ENST00000325874
uc010wbv.1	MIR193A	NR_029710	ENST00000384882
uc021tur.1	MIR4725	NR_039878	ENST00000581700
uc021tus.1	MIR365B	NR_029856	ENST00000362317
uc002hgp.3	COPRS	NM_018405	ENST00000302362
uc002hgr.3	UTP6	NM_018428	ENST00000261708
uc002hgs.2	SUZ12	NM_015355	ENST00000322652
uc002hgu.3	LRRC37B	NM_052888	ENST00000327564
uc021tuv.1	SH3GL1P1	NR_033412	ENST00000579186
uc002hgw.3	RHOT1	NM_001033568	ENST00000358365
uc002hhc.4	ARGFXP2	NR_002222	n/a
uc002hhe.1	RHBDL3	NM_138328	ENST00000269051
uc002hhg.3	C17orf75	NM_022344	ENST00000577809
uc002hhj.4	ZNF207	NM_001098507	ENST00000394670
uc010cta.2	PSMD11	NM_001270482	ENST00000261712
uc002hhn.3	CDK5R1	NM_003885	ENST00000313401
uc002hho.1	MYO1D	NM_015194	ENST00000318217
uc002hhr.3	TMEM98	NM_001033504	ENST00000579849
uc002hhs.1	SPACA3	NM_173847	ENST00000269053
uc002hhu.3	ASIC2	NM_001094	ENST00000359872
uc002hhv.3	AA06	NR_037584	ENST00000579745
uc002hhy.3	CCL2	NM_002982	ENST00000225831
uc002hhz.4	CCL7	NM_006273	ENST00000378569
uc002hia.1	CCL11	NM_002986	ENST00000305869
uc002hib.3	CCL8	NM_005623	ENST00000394620
uc002hic.3	CCL13	NM_005408	ENST00000225844
uc002hid.1	CCL1	NM_002981	ENST00000225842
uc002hie.1	C17orf102	NM_207454	ENST00000357754
uc002hif.3	TMEM132E	NM_207313	ENST00000321639
uc002hig.3	CCT6B	NM_006584	ENST00000314144
uc002hih.4	ZNF830	NM_052857	ENST00000361952
uc002hik.2	LIG3	NM_013975	ENST00000378526
uc002hin.1	RFFL	NM_001017368	ENST00000394597
uc002hix.3	FNDC8	NM_017559	ENST00000158009
uc002hiy.1	NLE1	NM_018096	ENST00000442241
uc002hja.3	UNC45B	NM_173167	ENST00000268876
uc002hjd.2	SLC35G3	NM_152462	ENST00000297307
uc002hjf.4	SLFN5	NM_144975	ENST00000299977
uc010ctr.3	SLFN11	NM_001104589	ENST00000394566
uc002hji.4	SLFN12	NM_018042	ENST00000304905
uc002hjl.2	SLFN13	NM_144682	ENST00000285013
uc021tuy.1	SLFN12L	NM_001195790	ENST00000449046
uc010ctu.1	SLFN14	NM_001129820	ENST00000415846
uc002hjo.1	SNORD7	NR_003037	ENST00000384567
uc002hjp.3	PEX12	NM_000286	ENST00000225873
uc002hjq.3	AP2B1	NM_001030006	ENST00000262325
uc002hju.3	RASL10B	NM_033315	ENST00000268864
uc002hjv.2	GAS2L2	NM_139285	ENST00000254466
uc002hjx.3	C17orf50	NM_145272	ENST00000285023
uc002hjy.1	MMP28	NM_024302	ENST00000589103
uc002hkd.4	TAF15	NM_139215	ENST00000588240
uc002hke.1	C17orf66	NM_152781	ENST00000311880
uc002hkf.3	CCL5	NM_002985	ENST00000293272
uc002hkh.3	RDM1	NM_145654	ENST00000293273
uc002hkj.2	LYZL6	NM_020426	ENST00000585556
uc002hkl.3	CCL16	NM_004590	ENST00000293275
uc010wcq.1	CCL14	NM_032962	ENST00000480944
uc010wcu.2	CCL15	NM_032965	ENST00000354059
uc002hks.1	CCL23	NM_005064	ENST00000293280
uc002hku.3	CCL18	NM_002988	ENST00000004921
uc002hkv.3	CCL3	NM_002983	ENST00000470334
uc002hkw.1	CCL4	NM_002984	ENST00000250151
uc002hky.2	TBC1D3B	NM_001001417	ENST00000454519
uc002hlf.2	CCL3L1	NM_021006	ENST00000378354
uc010cuj.3	CCL4L2	NM_207007	ENST00000591167
uc002hlk.2	TBC1D3C	NM_001001418	ENST00000457979
uc002kig.1	CCL3L1	NM_021006	ENST00000492788
uc002hlw.3	CCL4L2	NM_207007	ENST00000394465
uc002hms.1	ZNHIT3	NM_004773	ENST00000225410
uc010wcy.2	MYO19	NM_001163735	ENST00000586908
uc002hmz.1	PIGW	NM_178517	ENST00000328396
uc002hnb.3	GGNBP2	NM_024835	ENST00000304718
uc002hnd.3	DHRS11	NM_024308	ENST00000251312
uc002hne.3	MRM1	NM_024864	ENST00000250156
uc002hnh.2	LHX1	NM_005568	ENST00000254457
uc002hni.3	AATF	NM_012138	ENST00000225402
uc021tvs.1	MIR2909	NR_036056	ENST00000581942
uc002hno.3	ACACA	NM_198834	ENST00000353139
uc002hns.3	C17orf78	NM_173625	ENST00000300618
uc002hnt.3	TADA2A	NM_001166105	ENST00000394395
uc002hnx.2	DUSP14	NM_007026	ENST00000394389
uc010wdf.2	SYNRG	NM_001163544	ENST00000339208
uc002hoi.2	DDX52	NM_007010	ENST00000349699
uc002hok.4	HNF1B	NM_000458	ENST00000225893
uc002hon.1	LOC284100	NR_024178	ENST00000590732
uc002hoo.2	TBC1D3	NM_001123391	ENST00000327454
uc002hpp.2	TBC1D3	NM_032258	ENST00000354664
uc002hpy.3	MRPL45	NM_032351	ENST00000312513
uc002hpz.3	GPR179	NM_001004334	ENST00000342292
uc002hqa.3	SOCS7	NM_014598	ENST00000577233
uc021twd.1	ARHGAP23	NM_001199417	ENST00000431231
uc002hqd.3	SRCIN1	NM_025248	ENST00000264659
uc010wdq.2	C17orf96	NM_001130677	ENST00000325814
uc021twf.1	MIR4734	NR_039887	ENST00000581337
uc002hqi.4	MLLT6	NM_005937	ENST00000325718
uc021twg.1	MIR4726	NR_039879	ENST00000577947
uc010wds.1	CISD3	NM_001136498	ENST00000439660
uc002hqp.1	PCGF2	NM_007144	ENST00000580830
uc002hqr.3	PSMB3	NM_002795	ENST00000225426
uc002hqs.3	PIP4K2B	NM_003559	ENST00000269554
uc002hqu.4	CWC25	NM_017748	ENST00000225428
uc021twk.1	MIR4727	NR_039880	ENST00000584037
uc002hqv.2	C17orf98	NM_001080465	ENST00000398575
uc002hqx.1	RPL23	NM_000978	ENST00000479035
uc002hqz.1	SNORA21	NR_002576	ENST00000577760
uc010cvq.3	LASP1	NM_001271608	ENST00000318008
uc002hra.3	LASP1	NM_006148	ENST00000318008
uc002hrb.2	LINC00672	NR_038847	ENST00000583195
uc002hrc.2	FBXO47	NM_001008777	ENST00000378079
uc002hrd.1	LRRC37A11P	NR_033753	ENST00000425901
uc002hrg.2	PLXDC1	NM_020405	ENST00000315392
uc010wea.2	ARL5C	NM_001143968	ENST00000444555
uc002hrm.2	CACNB1	NM_000723	ENST00000394303
uc002hrq.1	RPL19	NM_000981	ENST00000225430
uc002hrs.3	STAC2	NM_198993	ENST00000333461
uc002hrt.3	FBXL20	NM_032875	ENST00000264658
uc002hrv.4	MED1	NM_004774	ENST00000300651
uc010cvv.3	CDK12	NM_016507	ENST00000447079
uc002hry.3	NEUROD2	NM_006160	ENST00000302584
uc002hrz.3	PPP1R1B	NM_032192	ENST00000254079
uc002hsd.3	STARD3	NM_006804	ENST00000336308
