Gene Symbol	Transcript	Source	Matches Old Trx 
ST6GALNAC3	NM_152996	MANE	Y
ST6GALNAC4	NM_175039	MANE	Y
ST6GALNAC5	NM_030965	MANE	Y
ST6GALNAC6	NM_013443	MANE	Y
ST7	NM_001369598	MANE	N
ST7-AS1	NR_002330	LongestTrx	Y
ST7-AS2	NR_109981	LongestTrx	N
ST7L	NM_017744	MANE	Y
ST7-OT3	NR_002332	LongestTrx	N
ST7-OT4	NR_002329	LongestTrx	Y
ST8SIA1	NM_003034	MANE	Y
ST8SIA2	NM_006011	MANE	Y
ST8SIA3	NM_015879	MANE	Y
ST8SIA4	NM_005668	MANE	Y
ST8SIA5	NM_013305	MANE	Y
ST8SIA6	NM_001004470	MANE	Y
ST8SIA6-AS1	NR_034129	LongestTrx	Y
STAB1	NM_015136	MANE	Y
STAB2	NM_017564	MANE	Y
STAC	NM_003149	MANE	Y
STAC2	NM_198993	MANE	Y
STAC3	NM_145064	MANE	Y
STAG1	NM_005862	MANE	Y
STAG2	NM_001042750	MANE	N
STAG3	NM_001282717	MANE	N
STAG3L1	NR_040583	LongestTrx	Y
STAG3L2	NR_040584	LongestTrx	Y
STAG3L3	NR_040582	LongestTrx	Y
STAG3L4	NR_040586	LongestTrx	N
STAG3L5P	NR_103720	LongestTrx	N
STAG3L5P-PVRIG2P-PILRB	NR_036569	LongestTrx	N
STAM	NM_003473	MANE	Y
STAM2	NM_005843	MANE	Y
STAMBP	NM_213622	MANE	N
STAMBPL1	NM_020799	MANE	Y
STAM-DT	NR_110370	LongestTrx	N
STAP1	NM_012108	MANE	Y
STAP2	NM_001013841	MANE	N
STAR	NM_000349	MANE	Y
STARD10	NM_006645	MANE	Y
STARD13	NM_178006	MANE	Y
STARD13-AS	NR_046693	LongestTrx	Y
STARD3	NM_006804	MANE	Y
STARD3NL	NM_032016	MANE	Y
STARD4	NM_139164	MANE	Y
STARD4-AS1	NR_040093	LongestTrx	Y
STARD5	NM_181900	MANE	Y
STARD6	NM_139171	UniProt	Y
STARD7	NM_020151	MANE	Y
STARD7-AS1	NR_046322	LongestTrx	Y
STARD8	NM_001142503	MANE	Y
STARD9	NM_020759	MANE	Y
STAT1	NM_007315	MANE	Y
STAT2	NM_005419	MANE	Y
STAT3	NM_139276	MANE	Y
STAT4	NM_003151	MANE	N
STAT5A	NM_001288718	MANE	N
STAT5B	NM_012448	MANE	Y
STAT6	NM_003153	MANE	Y
STATH	NM_003154	MANE	Y
STAU1	NM_017453	MANE	Y
STAU2	NM_001164380	MANE	Y
STAU2-AS1	NR_038406	LongestTrx	Y
STBD1	NM_003943	MANE	Y
STC1	NM_003155	MANE	Y
STC2	NM_003714	MANE	Y
STEAP1	NM_012449	MANE	Y
STEAP1B	NM_001382447	MANE	N
STEAP2	NM_001244944	MANE	N
STEAP2-AS1	NR_110029	LongestTrx	N
STEAP3	NM_182915	MANE	N
STEAP3-AS1	NR_046721	LongestTrx	N
STEAP4	NM_024636	MANE	Y
STEEP1	NM_022101	MANE	Y
STH	NM_001007532	MANE	Y
STIL	NM_001048166	MANE	Y
STIM1	NM_001382567	MANE	N
STIM2	NM_020860	MANE	N
STIM2-AS1	NR_134673	LongestTrx	N
STIMATE	NM_198563	MANE	N
STIMATE-MUSTN1	NM_001198974	UniProt	Y
STING1	NM_198282	MANE	Y
STIP1	NM_006819	MANE	Y
STK10	NM_005990	MANE	Y
STK11	NM_000455	MANE	Y
STK11IP	NM_052902	MANE	Y
STK16	NM_001330213	MANE	N
STK17A	NM_004760	MANE	Y
STK17B	NM_004226	MANE	Y
STK19	NM_004197	UniProt	Y
STK24	NM_001032296	MANE	Y
STK24-AS1	NR_046542	LongestTrx	N
STK25	NM_001271977	MANE	N
STK26	NM_016542	MANE	Y
STK3	NM_006281	MANE	Y
STK31	NM_031414	MANE	Y
STK32A	NM_001112724	MANE	Y
STK32A-AS1	NR_147191	LongestTrx	N
STK32B	NM_018401	MANE	Y
STK32C	NM_173575	MANE	Y
STK33	NM_030906	UniProt	Y
STK35	NM_080836	MANE	Y
STK36	NM_015690	MANE	Y
STK38	NM_007271	MANE	Y
STK38L	NM_015000	MANE	Y
STK39	NM_013233	MANE	Y
STK4	NM_006282	MANE	Y
STK40	NM_001282547	MANE	N
STK4-AS1	NR_038341	LongestTrx	Y
STKLD1	NM_153710	MANE	Y
STMN1	NM_005563	MANE	N
STMN2	NM_007029	MANE	N
STMN3	NM_015894	MANE	Y
STMN4	NM_030795	UniProt	Y
STMND1	NM_001190766	MANE	Y
STMP1	NM_001130929	MANE	Y
STN1	NM_024928	MANE	Y
STOM	NM_004099	MANE	Y
STOML1	NM_004809	MANE	Y
STOML2	NM_013442	MANE	Y
STOML3	NM_145286	MANE	Y
STON1	NM_006873	MANE	N
STON1-GTF2A1L	NM_001198594	UniProt	Y
STON2	NM_033104	UniProt	N
STOX1	NM_152709	MANE	N
STOX2	NM_020225	MANE	Y
STPG1	NM_001199013	MANE	Y
STPG2	NM_174952	MANE	Y
STPG2-AS1	NR_102713	LongestTrx	Y
STPG3	NM_001004353	UniProt	N
STPG3-AS1	NR_038389	LongestTrx	Y
STPG4	NM_001163561	MANE	Y
STRA6	NM_022369	MANE	N
STRA8	NM_182489	UniProt	Y
STRADA	NM_001003787	MANE	Y
STRADB	NM_018571	MANE	Y
STRAP	NM_007178	MANE	Y
STRBP	NM_018387	MANE	Y
STRC	NM_153700	MANE	Y
STRCP1	NR_146078	LongestTrx	N
STRIP1	NM_033088	MANE	Y
STRIP2	NM_020704	MANE	Y
STRIT1	NM_001352129	MANE	N
STRN	NM_003162	MANE	Y
STRN3	NM_001083893	MANE	Y
STRN4	NM_013403	MANE	N
STS	NM_001320752	MANE	N
STT3A	NM_152713	MANE	Y
STT3A-AS1	NR_132372	LongestTrx	N
STT3B	NM_178862	MANE	Y
STUB1	NM_005861	MANE	Y
STUB1-DT	NR_136337	LongestTrx	N
STUM	NM_001003665	MANE	Y
STX10	NM_003765	MANE	Y
STX11	NM_003764	MANE	Y
STX12	NM_177424	MANE	Y
STX16	NM_001001433	MANE	Y
STX16-NPEPL1	NR_037945	LongestTrx	N
STX17	NM_017919	MANE	Y
STX17-AS1	NR_038853	LongestTrx	Y
STX18	NM_016930	MANE	Y
STX18-AS1	NR_037888	LongestTrx	Y
STX18-IT1	NR_126434	LongestTrx	N
STX19	NM_001001850	MANE	Y
STX1A	NM_004603	MANE	Y
STX1B	NM_052874	MANE	Y
STX2	NM_194356	MANE	Y
STX3	NM_004177	MANE	Y
STX4	NM_004604	MANE	N
STX5	NM_003164	MANE	Y
STX6	NM_005819	MANE	Y
STX7	NM_003569	MANE	Y
STX8	NM_004853	MANE	Y
STXBP1	NM_001032221	MANE	N
STXBP2	NM_006949	MANE	N
STXBP3	NM_007269	MANE	Y
STXBP4	NM_178509	MANE	Y
STXBP5	NM_139244	UniProt	Y
STXBP5-AS1	NR_034115	LongestTrx	Y
STXBP5L	NM_001308330	MANE	N
STXBP6	NM_014178	UniProt	Y
STYK1	NM_018423	MANE	Y
STYX	NM_145251	MANE	N
STYXL1	NM_001317785	MANE	N
STYXL2	NM_001080426	MANE	Y
SUB1	NM_006713	MANE	Y
SUCLA2	NM_003850	MANE	Y
SUCLG1	NM_003849	MANE	Y
SUCLG2	NM_003848	MANE	Y
SUCLG2-AS1	NR_109992	LongestTrx	N
SUCNR1	NM_033050	MANE	Y
SUCO	NM_014283	MANE	Y
SUDS3	NM_022491	MANE	Y
SUFU	NM_016169	MANE	Y
SUGCT	NM_001193313	MANE	Y
SUGP1	NM_172231	MANE	Y
SUGP2	NM_001017392	MANE	N
SUGT1	NM_006704	MANE	N
SUGT1P1	NR_003667	LongestTrx	Y
SUGT1P3	NR_003365	LongestTrx	Y
SUGT1P4-STRA6LP	NR_036526	LongestTrx	Y
SUGT1P4-STRA6LP-CCDC180	NR_036529	LongestTrx	N
SULF1	NM_001128205	MANE	N
SULF2	NM_018837	UniProt	Y
SULT1A1	NM_001055	UniProt	N
SULT1A2	NM_001054	MANE	Y
SULT1A3	NM_177552	MANE	Y
SULT1A4	NM_001017390	MANE	N
SULT1B1	NM_014465	MANE	Y
SULT1C2	NM_001056	MANE	N
SULT1C2P1	NR_037191	LongestTrx	Y
SULT1C3	NM_001320878	MANE	N
SULT1C4	NM_006588	MANE	Y
SULT1E1	NM_005420	MANE	Y
SULT2A1	NM_003167	MANE	Y
SULT2B1	NM_177973	MANE	Y
SULT4A1	NM_014351	MANE	Y
SULT6B1	NM_001367551	MANE	N
SUMF1	NM_182760	MANE	Y
SUMF2	NM_015411	MANE	N
SUMO1	NM_003352	MANE	N
SUMO1P1	NR_002189	LongestTrx	Y
SUMO1P3	NR_002190	LongestTrx	Y
SUMO2	NM_006937	MANE	Y
SUMO3	NM_006936	MANE	Y
SUMO4	NM_001002255	MANE	Y
SUN1	NM_001130965	MANE	Y
SUN2	NM_015374	UniProt	N
SUN3	NM_001030019	MANE	N
SUN5	NM_080675	MANE	Y
SUOX	NM_001032386	MANE	N
SUPT16H	NM_007192	MANE	Y
SUPT20H	NM_001014286	MANE	Y
SUPT20HL1	NM_001136234	LongestTrx	Y
SUPT20HL2	NM_001136233	UniProt	Y
SUPT3H	NM_003599	MANE	Y
SUPT4H1	NM_003168	MANE	Y
SUPT5H	NM_001111020	MANE	N
SUPT6H	NM_003170	MANE	Y
SUPT7L	NM_014860	MANE	Y
SUPV3L1	NM_003171	MANE	Y
SURF1	NM_003172	MANE	Y
SURF2	NM_017503	MANE	Y
SURF4	NM_033161	MANE	Y
SURF6	NM_006753	MANE	Y
SUSD1	NM_022486	MANE	Y
SUSD2	NM_019601	MANE	Y
SUSD3	NM_145006	MANE	Y
SUSD4	NM_017982	MANE	Y
SUSD5	NM_015551	MANE	Y
SUSD6	NM_014734	MANE	Y
SUV39H1	NM_003173	MANE	Y
SUV39H2	NM_001193424	MANE	Y
SUZ12	NM_015355	MANE	Y
SUZ12P1	NR_144394	LongestTrx	N
SV2A	NM_014849	MANE	Y
SV2B	NM_001323032	MANE	N
SV2C	NM_014979	MANE	Y
SVBP	NM_199342	MANE	Y
SVEP1	NM_153366	MANE	Y
SVIL	NM_003174	UniProt	N
SVIL2P	NR_036438	LongestTrx	N
SVIL-AS1	NR_110920	LongestTrx	N
SVIP	NM_148893	MANE	Y
SVOP	NM_018711	MANE	Y
SVOPL	NM_001139456	MANE	Y
SWAP70	NM_015055	MANE	Y
SWI5	NM_001040011	UniProt	Y
SWSAP1	NM_175871	MANE	Y
SWT1	NM_017673	MANE	N
SYAP1	NM_032796	MANE	Y
SYBU	NM_001099754	MANE	Y
SYCE1	NM_001143764	MANE	Y
SYCE1L	NM_001129979	MANE	Y
SYCE2	NM_001105578	MANE	Y
SYCE3	NM_001123225	MANE	Y
SYCN	NM_001080468	MANE	Y
SYCP1	NM_003176	MANE	Y
SYCP2	NM_014258	MANE	Y
SYCP2L	NM_001040274	MANE	Y
SYCP3	NM_001177949	MANE	N
SYDE1	NM_033025	MANE	Y
SYDE2	NM_032184	MANE	Y
SYF2	NM_015484	MANE	Y
SYK	NM_003177	MANE	Y
SYMPK	NM_004819	MANE	Y
SYN1	NM_006950	MANE	Y
SYN2	NM_133625	MANE	Y
SYN3	NM_003490	MANE	Y
SYNC	NM_030786	MANE	Y
SYNCRIP	NM_006372	MANE	Y
SYNDIG1	NM_024893	MANE	Y
SYNDIG1L	NM_001105579	MANE	Y
SYNE1	NM_182961	MANE	Y
SYNE1-AS1	NR_120501	LongestTrx	N
SYNE2	NM_182914	MANE	Y
SYNE3	NM_152592	MANE	Y
SYNE4	NM_001039876	MANE	Y
SYNGAP1	NM_006772	MANE	Y
SYNGR1	NM_004711	MANE	N
SYNGR2	NM_004710	MANE	Y
SYNGR3	NM_004209	MANE	Y
SYNGR4	NM_012451	MANE	Y
SYNJ1	NM_203446	MANE	N
SYNJ2	NM_003898	MANE	Y
SYNJ2BP	NM_018373	MANE	N
SYNJ2BP-COX16	NM_001202548	UniProt	N
SYNJ2-IT1	NR_046796	LongestTrx	Y
SYNM	NM_145728	MANE	Y
SYNPO	NM_007286	MANE	N
SYNPO2	NM_133477	MANE	Y
SYNPO2L	NM_001114133	MANE	Y
SYNPR	NM_001130003	MANE	Y
SYNPR-AS1	NR_046677	LongestTrx	Y
SYNRG	NM_007247	MANE	N
SYP	NM_003179	MANE	Y
SYP-AS1	NR_046649	LongestTrx	N
SYPL1	NM_182715	MANE	N
SYPL2	NM_001040709	MANE	Y
SYS1	NM_033542	MANE	Y
SYS1-DBNDD2	NR_003189	LongestTrx	N
SYT1	NM_005639	MANE	N
SYT10	NM_198992	MANE	Y
SYT11	NM_152280	MANE	Y
SYT12	NM_177963	MANE	Y
SYT13	NM_020826	MANE	Y
SYT14	NM_153262	UniProt	N
SYT14P1	NR_027094	LongestTrx	N
SYT15	NM_031912	MANE	Y
SYT16	NM_001367656	MANE	N
SYT17	NM_016524	MANE	Y
SYT2	NM_177402	MANE	Y
SYT3	NM_001160329	MANE	Y
SYT4	NM_020783	MANE	Y
SYT5	NM_003180	MANE	Y
SYT6	NM_001253772	MANE	N
SYT7	NM_001365809	MANE	N
SYT8	NM_138567	UniProt	Y
SYT9	NM_175733	MANE	Y
SYTL1	NM_001193308	MANE	Y
SYTL2	NM_032943	UniProt	N
SYTL3	NM_001242394	MANE	N
SYTL4	NM_080737	UniProt	N
SYTL5	NM_138780	MANE	N
SYVN1	NM_172230	MANE	Y
SZRD1	NM_001114600	MANE	Y
SZT2	NM_001365999	MANE	N
SZT2-AS1	NR_046744	LongestTrx	N
TAAR1	NM_138327	MANE	Y
TAAR2	NM_001033080	MANE	Y
TAAR3P	NR_028511	LongestTrx	Y
TAAR5	NM_003967	UniProt	Y
TAAR6	NM_175067	MANE	Y
TAAR8	NM_053278	UniProt	Y
TAAR9	NM_175057	UniProt	N
TAB1	NM_006116	MANE	Y
TAB2	NM_001292034	MANE	N
TAB2-AS1	NR_149096	LongestTrx	N
TAB3	NM_152787	UniProt	Y
TAB3-AS1	NR_145449	LongestTrx	N
TAC1	NM_003182	MANE	Y
TAC3	NM_013251	MANE	Y
TAC4	NM_170685	UniProt	N
TACC1	NM_006283	MANE	Y
TACC2	NM_206862	MANE	Y
TACC3	NM_006342	MANE	Y
TACO1	NM_016360	MANE	Y
TACR1	NM_001058	MANE	Y
TACR2	NM_001057	MANE	Y
TACR3	NM_001059	MANE	Y
TACSTD2	NM_002353	MANE	Y
TADA1	NM_053053	MANE	Y
TADA2A	NM_001166105	MANE	Y
TADA2B	NM_152293	MANE	Y
TADA3	NM_006354	MANE	N
TAF1	NM_004606	MANE	Y
TAF10	NM_006284	MANE	Y
TAF11	NM_005643	MANE	Y
TAF12	NM_005644	MANE	Y
TAF13	NM_005645	MANE	Y
TAF15	NM_139215	MANE	Y
TAF1A	NM_005681	MANE	N
TAF1A-AS1	NR_110614	LongestTrx	N
TAF1B	NM_005680	MANE	Y
TAF1C	NM_001243156	MANE	Y
TAF1D	NM_024116	MANE	Y
TAF1L	NM_153809	MANE	Y
TAF2	NM_003184	MANE	Y
TAF3	NM_031923	MANE	Y
TAF4	NM_003185	MANE	Y
TAF4B	NM_005640	MANE	Y
TAF5	NM_006951	MANE	Y
TAF5L	NM_014409	UniProt	Y
TAF6	NM_139315	MANE	N
TAF6L	NM_006473	MANE	Y
TAF7	NM_005642	MANE	Y
TAF7L	NM_001168474	MANE	N
TAF8	NM_138572	MANE	Y
TAF9	NM_003187	MANE	Y
TAF9B	NM_015975	MANE	Y
TAFA1	NM_213609	MANE	N
TAFA2	NM_178539	MANE	Y
TAFA3	NM_182759	MANE	N
TAFA4	NM_182522	MANE	N
TAFA5	NM_001082967	MANE	Y
TAGAP	NM_054114	MANE	Y
TAGLN	NM_003186	MANE	Y
TAGLN2	NM_003564	MANE	N
TAGLN3	NM_001008272	MANE	N
TAL1	NM_003189	UniProt	Y
TAL2	NM_005421	MANE	Y
TALAM1	NR_145459	LongestTrx	N
TALDO1	NM_006755	MANE	Y
TAMALIN	NM_181711	MANE	Y
TAMALIN-AS1	NR_146770	LongestTrx	N
TAMM41	NM_138807	UniProt	Y
TANC1	NM_033394	MANE	Y
TANC2	NM_025185	UniProt	Y
TANGO2	NM_152906	MANE	Y
TANGO6	NM_024562	MANE	Y
TANK	NM_001199135	MANE	N
TAOK1	NM_020791	MANE	Y
TAOK2	NM_016151	MANE	Y
TAOK3	NM_016281	MANE	Y
TAP1	NM_000593	MANE	Y
TAP2	NM_001290043	MANE	N
TAPBP	NM_003190	MANE	N
TAPBPL	NM_018009	MANE	Y
TAPT1	NM_153365	MANE	Y
TAPT1-AS1	NR_027696	LongestTrx	N
TARBP1	NM_005646	MANE	Y
TARBP2	NM_134323	MANE	N
TARDBP	NM_007375	MANE	Y
TARDBPP3	NR_026923	LongestTrx	Y
TARID	NR_109982	LongestTrx	N
TARM1	NM_001135686	MANE	Y
TARP	NM_001003806	UniProt	Y
TARS1	NM_152295	MANE	N
TARS2	NM_025150	MANE	Y
TARS3	NM_152334	MANE	Y
TAS1R1	NM_138697	MANE	Y
TAS1R2	NM_152232	UniProt	Y
TAS1R3	NM_152228	MANE	Y
TAS2R1	NM_019599	MANE	Y
TAS2R10	NM_023921	UniProt	Y
TAS2R13	NM_023920	MANE	Y
TAS2R14	NM_023922	UniProt	Y
TAS2R16	NM_016945	MANE	Y
TAS2R19	NM_176888	MANE	Y
TAS2R20	NM_176889	MANE	Y
TAS2R3	NM_016943	MANE	Y
TAS2R30	NM_001097643	UniProt	Y
TAS2R31	NM_176885	MANE	Y
TAS2R38	NM_176817	MANE	Y
TAS2R39	NM_176881	MANE	Y
TAS2R4	NM_016944	MANE	Y
TAS2R40	NM_176882	MANE	Y
TAS2R41	NM_176883	MANE	Y
TAS2R42	NM_181429	MANE	Y
TAS2R43	NM_176884	MANE	Y
TAS2R46	NM_176887	MANE	Y
TAS2R5	NM_018980	MANE	Y
TAS2R50	NM_176890	MANE	Y
TAS2R60	NM_177437	MANE	Y
TAS2R7	NM_023919	MANE	Y
TAS2R8	NM_023918	MANE	Y
TAS2R9	NM_023917	MANE	Y
TASL	NM_025159	MANE	Y
TASOR	NM_001365635	MANE	N
TASOR2	NM_017782	UniProt	Y
TASP1	NM_017714	MANE	Y
TAT	NM_000353	MANE	Y
TAT-AS1	NR_103851	LongestTrx	N
TATDN1	NM_032026	MANE	Y
TATDN2	NM_014760	MANE	Y
TATDN3	NM_001042552	MANE	Y
TAX1BP1	NM_006024	MANE	Y
TAX1BP3	NM_014604	MANE	Y
TAZ	NM_000116	MANE	Y
TBATA	NM_001318241	MANE	N
TBC1D1	NM_015173	MANE	Y
TBC1D10A	NM_031937	MANE	N
TBC1D10B	NM_015527	MANE	Y
TBC1D10C	NM_001369496	MANE	N
TBC1D12	NM_015188	MANE	Y
TBC1D13	NM_018201	MANE	Y
TBC1D14	NM_020773	MANE	Y
TBC1D15	NM_001146213	MANE	N
TBC1D16	NM_019020	MANE	Y
TBC1D17	NM_024682	MANE	Y
TBC1D19	NM_018317	MANE	Y
TBC1D2	NM_001267571	MANE	Y
TBC1D20	NM_144628	MANE	Y
TBC1D21	NM_153356	MANE	Y
TBC1D22A	NM_014346	MANE	Y
TBC1D22A-AS1	NR_122047	LongestTrx	N
TBC1D22B	NM_017772	MANE	Y
TBC1D23	NM_001199198	MANE	Y
TBC1D24	NM_001199107	MANE	Y
TBC1D25	NM_002536	MANE	Y
TBC1D26	NM_178571	UniProt	Y
TBC1D27P	NR_147084	LongestTrx	N
TBC1D28	NM_001039397	UniProt	Y
TBC1D2B	NM_144572	MANE	Y
TBC1D3	NM_001123391	MANE	Y
TBC1D30	NM_015279	MANE	Y
TBC1D31	NM_145647	MANE	Y
TBC1D32	NM_152730	MANE	Y
TBC1D3B	NM_001001417	MANE	Y
TBC1D3C	NM_001001418	MANE	Y
TBC1D3D	NM_001291465	UniProt	N
TBC1D3E	NM_001291466	MANE	N
TBC1D3F	NM_032258	UniProt	Y
TBC1D3G	NM_001291462	MANE	N
TBC1D3H	NM_001123392	UniProt	N
TBC1D3I	NM_001291463	UniProt	N
TBC1D3J	NM_001355571	LongestTrx	Y
TBC1D3K	NM_001291464	UniProt	N
TBC1D3L	NM_001369500	MANE	N
TBC1D3P1-DHX40P1	NR_002924	LongestTrx	Y
TBC1D3P2	NR_027486	LongestTrx	Y
TBC1D3P5	NR_033892	LongestTrx	Y
TBC1D4	NM_014832	MANE	Y
TBC1D5	NM_014744	UniProt	N
TBC1D7	NM_016495	MANE	N
TBC1D7-LOC100130357	NM_001318809	LongestTrx	N
TBC1D8	NM_001330348	MANE	N
TBC1D8-AS1	NR_135594	LongestTrx	N
TBC1D8B	NM_017752	MANE	Y
TBC1D9	NM_015130	MANE	Y
TBC1D9B	NM_015043	MANE	N
TBCA	NM_004607	MANE	Y
TBCB	NM_001281	MANE	Y
TBCC	NM_003192	MANE	Y
TBCCD1	NM_018138	MANE	Y
TBCD	NM_005993	MANE	Y
TBCE	NM_003193	MANE	N
TBCEL	NM_001363644	MANE	N
TBCK	NM_001163435	MANE	Y
TBK1	NM_013254	MANE	Y
TBKBP1	NM_014726	UniProt	Y
TBL1X	NM_005647	MANE	Y
TBL1XR1	NM_024665	MANE	Y
TBL1Y	NM_033284	MANE	N
TBL2	NM_012453	MANE	Y
TBL3	NM_006453	MANE	Y
TBP	NM_003194	MANE	Y
TBPL1	NM_004865	MANE	N
TBPL2	NM_199047	UniProt	Y
TBR1	NM_006593	MANE	Y
TBRG1	NM_032811	MANE	Y
TBRG4	NM_004749	MANE	N
TBX1	NM_001379200	MANE	N
TBX10	NM_005995	MANE	Y
TBX15	NM_001330677	MANE	N
TBX18	NM_001080508	MANE	Y
TBX18-AS1	NR_125875	LongestTrx	N
TBX19	NM_005149	MANE	Y
TBX2	NM_005994	MANE	Y
TBX20	NM_001077653	MANE	Y
TBX21	NM_013351	MANE	Y
TBX22	NM_001109878	MANE	N
TBX2-AS1	NR_125749	LongestTrx	N
TBX3	NM_005996	MANE	N
TBX4	NM_001321120	MANE	N
TBX5	NM_181486	MANE	Y
TBX5-AS1	NR_038440	LongestTrx	Y
TBX6	NM_004608	MANE	Y
TBXA2R	NM_001060	MANE	N
TBXAS1	NM_001061	MANE	N
TBXT	NM_001366285	MANE	N
TC2N	NM_001128596	MANE	N
TCAF1	NM_014719	MANE	Y
TCAF2	NM_001363538	MANE	N
TCAF2P1	NR_110549	LongestTrx	Y
TCAIM	NM_173826	MANE	Y
TCAM1P	NR_002947	LongestTrx	Y
TCAP	NM_003673	MANE	Y
TCEA1	NM_006756	MANE	Y
TCEA2	NM_003195	MANE	Y
TCEA3	NM_003196	MANE	Y
TCEAL1	NM_004780	MANE	N
TCEAL2	NM_080390	MANE	Y
TCEAL3	NM_032926	MANE	Y
TCEAL4	NM_001006935	MANE	N
TCEAL5	NM_001012979	MANE	Y
TCEAL6	NM_001367790	LongestTrx	N
TCEAL7	NM_152278	MANE	Y
TCEAL8	NM_153333	MANE	N
TCEAL9	NM_016303	MANE	N
TCEANC	NM_001297563	UniProt	N
TCEANC2	NM_153035	MANE	Y
TCERG1	NM_001382548	MANE	N
TCERG1L	NM_174937	MANE	Y
TCERG1L-AS1	NR_120623	LongestTrx	N
TCF12	NM_207037	MANE	Y
TCF15	NM_004609	MANE	Y
TCF19	NM_007109	MANE	N
TCF20	NM_001378418	MANE	N
TCF21	NM_003206	MANE	Y
TCF23	NM_175769	MANE	Y
TCF24	NM_001193502	MANE	Y
TCF25	NM_014972	MANE	Y
TCF3	NM_003200	MANE	N
TCF4	NM_001083962	MANE	N
TCF4-AS1	NR_132985	LongestTrx	N
TCF7	NM_003202	MANE	Y
TCF7L1	NM_031283	MANE	Y
TCF7L1-IT1	NR_046797	LongestTrx	N
TCF7L2	NM_001146274	MANE	Y
TCFL5	NM_006602	MANE	Y
TCHH	NM_007113	UniProt	Y
TCHHL1	NM_001008536	MANE	Y
TCHP	NM_001143852	MANE	Y
TCIM	NM_020130	MANE	Y
TCIRG1	NM_006019	MANE	Y
TCL1A	NM_021966	MANE	Y
TCL1B	NM_004918	MANE	Y
TCL6	NR_028288	LongestTrx	Y
TCN1	NM_001062	MANE	Y
TCN2	NM_000355	MANE	Y
TCOF1	NM_001371623	MANE	N
TCP1	NM_030752	MANE	Y
TCP10L	NM_144659	MANE	N
TCP10L2	NM_001145121	LongestTrx	Y
TCP10L3	NR_163193	LongestTrx	N
TCP11	NM_001370687	MANE	N
TCP11L1	NM_018393	MANE	N
TCP11L2	NM_152772	MANE	Y
TCP11X1	NM_001368158	LongestTrx	Y
TCP11X2	NM_001277423	UniProt	Y
TCTA	NM_022171	UniProt	Y
TCTE1	NM_182539	MANE	Y
TCTN1	NM_001082538	MANE	Y
TCTN2	NM_024809	MANE	Y
TCTN3	NM_015631	MANE	Y
TDG	NM_003211	MANE	Y
TDGF1	NM_003212	MANE	N
TDGF1P3	NR_002718	LongestTrx	Y
TDH	NR_001578	LongestTrx	Y
TDO2	NM_005651	MANE	Y
TDP1	NM_018319	MANE	N
TDP2	NM_016614	MANE	Y
TDRD1	NM_198795	UniProt	Y
TDRD10	NM_182499	MANE	N
TDRD12	NM_001110822	UniProt	Y
TDRD15	NM_001306137	MANE	N
TDRD3	NM_001146070	MANE	Y
TDRD5	NM_001199085	MANE	Y
TDRD6	NM_001010870	MANE	Y
TDRD7	NM_014290	MANE	Y
TDRD9	NM_153046	MANE	Y
TDRG1	NR_160959	LongestTrx	N
TDRKH	NM_001083965	MANE	N
TDRKH-AS1	NR_146292	LongestTrx	N
TDRP	NM_001384899	MANE	N
TEAD1	NM_021961	MANE	Y
TEAD2	NM_001256660	MANE	Y
TEAD3	NM_003214	UniProt	Y
TEAD4	NM_003213	MANE	N
TEC	NM_003215	MANE	Y
TECPR1	NM_015395	MANE	Y
TECPR2	NM_014844	MANE	Y
TECR	NM_138501	MANE	Y
TECRL	NM_001010874	MANE	Y
TECTA	NM_005422	MANE	Y
TECTB	NM_058222	MANE	Y
TEDC1	NM_001367178	MANE	N
TEDC2	NM_025108	MANE	Y
TEDC2-AS1	NR_135198	LongestTrx	N
TEDDM1	NM_172000	MANE	Y
TEF	NM_003216	MANE	Y
TEFM	NM_024683	MANE	Y
TEK	NM_000459	MANE	Y
TEKT1	NM_053285	MANE	Y
TEKT2	NM_014466	MANE	Y
TEKT3	NM_031898	MANE	Y
TEKT4	NM_144705	MANE	Y
TEKT4P2	NR_038327	LongestTrx	N
TEKT5	NM_144674	MANE	Y
TELO2	NM_016111	MANE	Y
TEMN3-AS1	NR_147188	LongestTrx	N
TEN1	NM_001113324	MANE	N
TEN1-CDK3	NR_037709	LongestTrx	N
TENM1	NM_014253	UniProt	N
TENM2	NM_001080428	UniProt	N
TENM3	NM_001080477	MANE	Y
TENM3-AS1	NR_027107	LongestTrx	Y
TENM4	NM_001098816	MANE	Y
TENT2	NM_001114394	MANE	N
TENT4A	NM_006999	MANE	Y
TENT4B	NM_001365324	MANE	N
TENT5A	NM_017633	MANE	Y
TENT5B	NM_052943	MANE	Y
TENT5C	NM_017709	MANE	Y
TENT5D	NM_152630	UniProt	N
TEP1	NM_007110	MANE	Y
TEPP	NM_199456	MANE	N
TEPSIN	NM_001363764	MANE	N
TERB1	NM_001136505	MANE	Y
TERB2	NM_152448	MANE	Y
TERC	NR_001566	LongestTrx	Y
TERF1	NM_017489	MANE	Y
TERF2	NM_005652	MANE	Y
TERF2IP	NM_018975	MANE	Y
TERT	NM_198253	MANE	Y
TES	NM_015641	MANE	Y
TESC	NM_017899	MANE	Y
TESC-AS1	NR_120464	LongestTrx	N
TESK1	NM_006285	MANE	Y
TESK2	NM_007170	MANE	Y
TESMIN	NM_004923	MANE	Y
